,id,charged_off
202,19950,0
203,45291,0
204,12782,0
205,55907,0
206,44692,0
207,24855,0
208,46271,0
209,41626,0
210,35190,0
211,18467,0
212,26482,0
213,38656,0
214,27055,0
215,30260,0
216,20276,0
217,32256,0
218,32320,1
219,32723,0
220,20224,1
221,24527,0
222,35047,0
223,14974,0
224,20898,1
225,23647,0
226,28599,0
227,46662,0
228,47682,0
229,35766,1
230,26035,0
231,20792,0
232,56995,0
233,42504,0
234,17105,0
235,16446,0
236,55781,0
237,17750,0
238,32233,0
239,23479,0
240,13243,0
241,35074,0
242,37887,0
243,51097,0
244,10852,0
245,14984,0
246,22040,0
247,45571,1
248,26536,0
249,22785,0
250,31070,1
251,44745,0
252,33238,1
253,40644,0
254,53534,0
255,10251,0
256,47389,0
257,40815,0
258,13574,0
259,29871,0
260,54430,0
261,10396,0
262,25463,0
263,55177,1
264,20054,0
265,51251,0
266,24954,0
267,28226,0
268,26216,0
269,41984,0
270,17103,0
271,13932,0
272,32876,0
273,45105,0
274,28199,0
275,50975,0
276,32645,0
277,16352,0
278,38969,0
279,47539,1
280,36854,0
281,23775,0
282,21214,0
283,40555,1
284,40460,0
285,37327,0
286,52727,0
287,39635,1
288,44752,0
289,11764,0
290,36250,0
291,24172,0
292,38967,1
293,14404,0
294,31361,0
295,37032,0
296,41009,0
297,18342,0
298,20237,0
299,49094,0
300,40226,1
301,49191,0
302,16869,0
303,11898,0
304,16904,0
305,15231,0
306,28118,0
307,23604,0
308,54099,0
309,46042,0
310,56681,0
311,13079,0
312,15994,0
313,16719,0
314,18089,1
315,44505,0
316,32506,1
317,46503,0
318,34875,0
319,20165,0
320,52575,0
321,36754,0
322,30352,0
323,29694,0
324,28570,1
325,39522,0
326,26076,0
327,39838,0
328,20833,0
329,21333,0
330,23950,1
331,15079,0
332,56922,1
333,49003,0
334,22406,0
335,41266,0
336,18224,0
337,28394,0
338,34237,0
339,13519,0
340,50398,0
341,11823,0
342,12688,0
343,25513,0
344,33236,1
345,44777,0
346,15049,0
347,22015,0
348,30899,0
349,15924,0
350,50770,1
351,42317,0
352,38893,1
353,32463,0
354,45129,1
355,35609,1
356,34858,0
357,56161,0
358,52111,1
359,37115,0
360,18001,0
361,30758,0
362,27387,0
363,53492,0
364,31407,1
365,35215,1
366,24646,0
367,45957,0
368,32777,0
369,26126,0
370,21934,0
371,44314,1
372,56415,0
373,40623,0
374,44401,0
375,50761,1
376,17311,0
377,52253,0
378,54566,0
379,42967,0
380,50005,0
381,24719,1
382,33092,0
383,32054,0
384,52621,0
385,31599,0
386,53713,0
387,54154,0
388,41715,0
389,43589,0
390,23739,0
391,13619,0
392,56365,0
393,23167,0
394,51930,0
395,54196,0
396,45895,0
397,13683,0
398,48865,0
399,42853,1
400,28270,0
401,12594,0
402,52423,0
403,23573,0
404,11043,0
405,42613,0
406,38088,0
407,18576,0
408,44358,0
409,53613,0
410,30827,1
411,22706,0
412,53460,0
413,53284,1
414,24534,0
415,44014,0
416,12641,1
417,15007,0
418,10601,0
419,47863,0
420,24049,0
421,17056,0
422,22046,0
423,35967,0
424,26095,0
425,24654,1
426,30599,0
427,46102,0
428,46551,0
429,16751,0
430,35746,0
431,38072,0
432,27739,0
433,18762,0
434,22147,0
435,13182,0
436,33658,1
437,39679,0
438,41731,0
439,34677,0
440,35151,0
441,22749,1
442,29379,0
443,43193,0
444,36226,0
445,19196,0
446,37751,0
447,35006,0
448,11766,1
449,40381,0
450,43537,0
451,33245,0
452,37070,0
453,18925,0
454,14017,0
455,39490,0
456,11926,0
457,15915,0
458,15379,0
459,11590,0
460,54319,0
461,54406,0
462,50109,0
463,36006,0
464,56245,0
465,10677,0
466,23971,0
467,39187,0
468,51933,0
469,16189,0
470,17104,0
471,21503,0
472,53063,0
473,46945,0
474,17061,0
475,31193,0
476,40587,1
477,24297,0
478,14771,0
479,50778,1
480,15700,0
481,30996,0
482,13848,0
483,27896,0
484,50408,0
485,21684,0
486,18228,0
487,32531,1
488,19118,0
489,13357,1
490,50226,0
491,53630,0
492,37288,0
493,14624,0
494,33615,0
495,23206,0
496,37063,0
497,39155,0
498,17226,0
499,53499,1
500,12002,0
501,31398,0
502,49637,0
503,14496,0
504,13951,1
505,13575,0
506,52104,0
507,55085,0
508,34724,0
509,38725,0
510,38050,0
511,12235,1
512,10647,0
513,17591,1
514,27410,0
515,47037,1
516,16925,1
517,49929,1
518,35797,0
519,33965,0
520,35377,0
521,53237,0
522,19383,0
523,27432,1
524,50629,0
525,33825,1
526,24963,0
527,24690,0
528,46150,0
529,42443,0
530,16393,0
531,50047,0
532,21976,0
533,10065,0
534,51522,0
535,12986,0
536,46831,1
537,40405,0
538,26998,0
539,47652,0
540,47073,0
541,10719,0
542,20243,0
543,50734,0
544,16076,1
545,28358,0
546,32440,0
547,16943,0
548,24825,0
549,35525,0
550,56902,0
551,16982,0
552,22438,0
553,16129,1
554,55630,0
555,13862,0
556,38617,0
557,16071,0
558,29075,0
559,19656,0
560,14750,0
561,47808,0
562,12407,0
563,54204,1
564,13132,0
565,52126,0
566,51788,0
567,25227,0
568,13386,0
569,22356,0
570,37626,1
571,15928,0
572,43559,1
573,56950,1
574,55791,1
575,52451,0
576,16797,0
577,49641,1
578,29612,1
579,12962,0
580,29791,0
581,48030,0
582,16522,0
583,18568,1
584,30198,1
585,33296,0
586,47212,0
587,51568,0
588,18699,0
589,43808,0
590,20033,0
591,48692,0
592,42104,0
593,56686,1
594,56547,0
595,38953,0
596,34475,0
597,52820,0
598,48136,0
599,39069,0
600,49572,0
601,17752,0
602,39817,0
603,43070,0
604,32376,0
605,18520,0
606,49659,1
607,15021,0
608,13024,0
609,10994,0
610,16141,0
611,48120,0
612,13070,0
613,27898,0
614,54447,0
615,43411,0
616,37035,0
617,36534,0
618,25184,0
619,34911,0
620,51880,0
621,29209,0
622,52581,0
623,21752,1
624,10857,0
625,32638,1
626,27851,0
627,47913,0
628,16748,0
629,33225,0
630,56770,0
631,12438,0
632,34135,0
633,56054,0
634,25133,0
635,24914,0
636,55867,0
637,48598,0
638,31686,0
639,45630,0
640,40734,0
641,40575,0
642,29087,0
643,56147,0
644,14564,0
645,13576,0
646,21183,0
647,17593,0
648,28283,0
649,42800,0
650,55427,0
651,16494,0
652,40959,0
653,20805,0
654,28746,1
655,52482,0
656,29579,0
657,49617,0
658,53619,1
659,29308,0
660,37961,0
661,35763,0
662,28780,0
663,50082,0
664,51598,0
665,37051,1
666,17242,0
667,54751,0
668,40941,0
669,51229,0
670,45639,1
671,40719,0
672,46014,0
673,50338,0
674,24632,0
675,24904,0
676,18305,0
677,21408,0
678,48207,0
679,28414,0
680,53698,0
681,44920,0
682,45669,1
683,52800,0
684,15510,0
685,19808,0
686,38556,0
687,32962,0
688,12346,1
689,44527,1
690,35727,0
691,42737,0
692,12648,0
693,46483,0
694,55694,0
695,18722,0
696,52114,0
697,22860,0
698,34277,1
699,45367,0
700,29149,0
701,15475,0
702,50330,0
703,14018,0
704,33750,0
705,37597,0
706,20720,0
707,33668,0
708,16231,0
709,41307,0
710,17049,0
711,45649,0
712,44554,0
713,28048,0
714,29874,0
715,45314,0
716,29849,0
717,37234,0
718,18269,0
719,50627,0
720,34663,0
721,32898,0
722,55416,0
723,47437,1
724,32411,0
725,17355,0
726,53521,0
727,50807,0
728,52109,0
729,12536,0
730,17650,0
731,38342,1
732,38448,0
733,39518,0
734,12393,0
735,37796,0
736,50948,0
737,53944,0
738,38655,0
739,21509,1
740,23071,0
741,46222,0
742,55973,1
743,14659,0
744,47102,0
745,37666,0
746,15174,0
747,19503,0
748,56478,0
749,12943,0
750,50528,0
751,22138,1
752,35706,0
753,46166,0
754,16542,1
755,10629,0
756,55965,0
757,42923,0
758,33160,1
759,42712,0
760,30698,0
761,19371,0
762,14719,0
763,33187,0
764,19067,0
765,55936,0
766,17234,0
767,38141,1
768,15638,0
769,49301,0
770,32755,0
771,21381,0
772,43208,0
773,34339,0
774,39509,0
775,25277,0
776,52962,1
777,45137,0
778,50711,0
779,52091,0
780,39515,0
781,26484,0
782,10274,0
783,30009,0
784,33327,0
785,20631,0
786,37764,0
787,30460,0
788,19940,0
789,11399,0
790,23983,0
791,23564,1
792,46645,0
793,51590,0
794,23881,0
795,37510,0
796,21129,0
797,26256,0
798,46471,1
799,13878,0
800,50642,0
801,50957,0
802,21653,0
803,39138,0
804,31116,0
805,46454,0
806,47498,0
807,31997,0
808,41750,0
809,10319,0
810,17397,0
811,19188,0
812,25317,0
813,43620,0
814,21069,1
815,35771,0
816,15662,0
817,15224,1
818,27244,0
819,39610,0
820,27537,1
821,50933,0
822,23633,0
823,22864,0
824,19229,0
825,23959,0
826,10435,0
827,47018,0
828,30655,0
829,48330,0
830,13963,0
831,27037,0
832,51104,1
833,46281,0
834,11181,0
835,38200,0
836,10431,0
837,35845,0
838,27939,1
839,36094,0
840,14712,0
841,36498,0
842,37193,0
843,21182,0
844,33551,0
845,50505,0
846,28852,0
847,51084,0
848,17102,0
849,17507,0
850,15974,1
851,37607,0
852,24553,0
853,30781,0
854,41806,1
855,29511,0
856,53105,0
857,53315,0
858,44487,0
859,32149,0
860,19308,0
861,35144,0
862,41742,0
863,16558,0
864,22063,0
865,54664,0
866,42810,0
867,53983,0
868,11368,0
869,14065,0
870,47736,0
871,18095,0
872,27145,0
873,45311,0
874,15979,0
875,36687,1
876,12620,0
877,45196,1
878,45558,0
879,40096,1
880,12339,0
881,38393,0
882,29916,0
883,24960,1
884,18631,0
885,46036,0
886,24964,0
887,51942,0
888,53916,0
889,47256,1
890,55976,0
891,17335,0
892,54459,0
893,33443,0
894,33390,0
895,37379,0
896,26472,0
897,39629,1
898,11077,0
899,43960,1
900,21924,1
901,35003,0
902,40285,0
903,28741,0
904,24557,0
905,39264,0
906,25839,0
907,46523,1
908,27801,0
909,33940,0
910,44662,0
911,54345,0
912,50577,0
913,56587,0
914,56095,0
915,16433,1
916,27671,0
917,35283,0
918,45219,0
919,48165,0
920,56444,0
921,39623,0
922,22497,0
923,47724,0
924,10501,0
925,48911,0
926,23707,1
927,39916,0
928,27141,0
929,17203,0
930,14103,1
931,44921,0
932,45162,0
933,53370,1
934,22870,0
935,32672,0
936,50423,0
937,20778,0
938,40564,0
939,56523,0
940,21596,0
941,23958,0
942,47698,0
943,20949,0
944,51018,1
945,43568,0
946,56173,0
947,25538,0
948,35316,0
949,19068,0
950,34809,0
951,17310,0
952,43838,0
953,21230,0
954,23968,0
955,39268,0
956,21547,0
957,24505,0
958,29323,0
959,41398,0
960,34864,0
961,22267,0
962,42438,0
963,20096,0
964,31696,0
965,29144,0
966,35729,0
967,51260,0
968,30044,0
969,22719,0
970,56145,0
971,35024,0
972,10538,0
973,55240,0
974,37896,0
975,54759,0
976,24873,0
977,25115,0
978,30558,0
979,55067,0
980,42458,0
981,52322,0
982,52378,0
983,37508,1
984,14526,0
985,10914,1
986,34930,0
987,14090,0
988,11777,0
989,12746,0
990,55999,0
991,12737,0
992,41949,0
993,27026,0
994,15788,0
995,22323,0
996,39436,0
997,56812,0
998,40455,0
999,39021,0
1000,26535,0
1001,38429,0
1002,17600,0
1003,31576,0
1004,32298,0
1005,31508,0
1006,25296,1
1007,52174,0
1008,17220,0
1009,33365,1
1010,28682,0
1011,21853,0
1012,53929,0
1013,40251,1
1014,50260,0
1015,46280,0
1016,28511,0
1017,14849,0
1018,10864,0
1019,29878,1
1020,56306,0
1021,18397,0
1022,53704,0
1023,38485,0
1024,34910,0
1025,11552,0
1026,23611,0
1027,53794,0
1028,21776,0
1029,34618,0
1030,31483,0
1031,51380,1
1032,51688,0
1033,44914,0
1034,53287,0
1035,10948,0
1036,27721,1
1037,11353,1
1038,49229,1
1039,34194,0
1040,23232,1
1041,38115,1
1042,29309,1
1043,35612,0
1044,22221,0
1045,18136,0
1046,12675,1
1047,42707,0
1048,55563,0
1049,54777,1
1050,26068,0
1051,31720,0
1052,14204,0
1053,52605,0
1054,16179,0
1055,39908,0
1056,46383,0
1057,43291,0
1058,52755,0
1059,28624,0
1060,12706,0
1061,17737,0
1062,22470,0
1063,23385,1
1064,55273,0
1065,32179,1
1066,33603,0
1067,37750,0
1068,38077,0
1069,47849,0
1070,41005,0
1071,40684,1
1072,44056,0
1073,30236,0
1074,20696,0
1075,29618,1
1076,11558,0
1077,17783,0
1078,20270,0
1079,12515,0
1080,44724,1
1081,24193,1
1082,33772,0
1083,22085,1
1084,50810,0
1085,42878,0
1086,22428,0
1087,49790,0
1088,27388,0
1089,26473,0
1090,36685,0
1091,32686,0
1092,46076,0
1093,48846,1
1094,33462,0
1095,33897,0
1096,48260,0
1097,38775,0
1098,38888,0
1099,15061,1
1100,50666,0
1101,32058,0
1102,12817,0
1103,14677,1
1104,41320,0
1105,52663,0
1106,35990,0
1107,30501,0
1108,21732,0
1109,22735,0
1110,34634,0
1111,21037,0
1112,23873,0
1113,30956,1
1114,38840,1
1115,19564,0
1116,31393,0
1117,46428,0
1118,46282,0
1119,26173,0
1120,34885,1
1121,14316,1
1122,26811,0
1123,41871,0
1124,12209,0
1125,24264,0
1126,32682,1
1127,26362,0
1128,30908,0
1129,16274,1
1130,11305,0
1131,31260,0
1132,21291,1
1133,28153,1
1134,50135,0
1135,12327,0
1136,28611,1
1137,17209,0
1138,39371,0
1139,25521,0
1140,14552,1
1141,54866,0
1142,40557,0
1143,44552,0
1144,34352,0
1145,12729,0
1146,39202,0
1147,10863,0
1148,21243,0
1149,13958,0
1150,35611,0
1151,45225,0
1152,51811,0
1153,10978,0
1154,32265,1
1155,51455,0
1156,15577,0
1157,55801,0
1158,30435,0
1159,50319,0
1160,25185,0
1161,26813,0
1162,40918,0
1163,17668,0
1164,37523,1
1165,15020,0
1166,13000,0
1167,35751,0
1168,46429,0
1169,18535,1
1170,22955,0
1171,50665,0
1172,11017,0
1173,36474,0
1174,37736,1
1175,40020,0
1176,45805,0
1177,15356,0
1178,43738,1
1179,18892,1
1180,18326,1
1181,11007,0
1182,55917,0
1183,50153,0
1184,16723,0
1185,21903,0
1186,28488,0
1187,15879,0
1188,14895,0
1189,38225,0
1190,32025,0
1191,41815,0
1192,40355,0
1193,50652,1
1194,56454,0
1195,18784,0
1196,17678,0
1197,51383,0
1198,47259,0
1199,13345,0
1200,22028,0
1201,30292,0
1202,11423,1
1203,12266,0
1204,32241,0
1205,31281,0
1206,29345,0
1207,52736,0
1208,14630,0
1209,30532,1
1210,22974,0
1211,30499,0
1212,16026,0
1213,41506,0
1214,53634,0
1215,40186,0
1216,40225,0
1217,43211,0
1218,17702,0
1219,55357,0
1220,35357,1
1221,18960,0
1222,15633,0
1223,35046,0
1224,23917,0
1225,17125,1
1226,20868,0
1227,55652,0
1228,30946,0
1229,47830,0
1230,14134,0
1231,56576,0
1232,17043,0
1233,30727,0
1234,56798,1
1235,27471,0
1236,53382,0
1237,48624,0
1238,36969,0
1239,21865,0
1240,50507,0
1241,19381,0
1242,17097,1
1243,19489,1
1244,29915,0
1245,13252,0
1246,28838,0
1247,54763,1
1248,44577,0
1249,20154,0
1250,32492,0
1251,29383,0
1252,44913,0
1253,48731,0
1254,23498,0
1255,54632,0
1256,46213,0
1257,43610,0
1258,26954,1
1259,14367,0
1260,21437,0
1261,33336,0
1262,12889,0
1263,51822,1
1264,23876,0
1265,28286,0
1266,12882,1
1267,18645,0
1268,29485,0
1269,38866,0
1270,10835,0
1271,20494,0
1272,20517,0
1273,56790,1
1274,17574,0
1275,23856,0
1276,26749,0
1277,35743,0
1278,18554,0
1279,54762,0
1280,34016,0
1281,29452,0
1282,26159,0
1283,33988,0
1284,13444,0
1285,50524,0
1286,45177,0
1287,44310,0
1288,56603,0
1289,30080,1
1290,22600,0
1291,10204,0
1292,24882,0
1293,25108,0
1294,11223,0
1295,19730,0
1296,46697,0
1297,53339,0
1298,43578,0
1299,47780,0
1300,25643,0
1301,18687,0
1302,52945,0
1303,16227,0
1304,49015,1
1305,22016,0
1306,18949,0
1307,40592,0
1308,12639,0
1309,55380,0
1310,50556,0
1311,51803,0
1312,53900,0
1313,13723,0
1314,36659,0
1315,49851,0
1316,27620,0
1317,14218,0
1318,44099,0
1319,43223,0
1320,28729,0
1321,35044,0
1322,12863,0
1323,45899,0
1324,13378,0
1325,53770,1
1326,33322,0
1327,19956,0
1328,12313,1
1329,35613,0
1330,56884,0
1331,37594,0
1332,15058,0
1333,42464,0
1334,11639,0
1335,50384,0
1336,18849,0
1337,24226,0
1338,53728,0
1339,45445,0
1340,45172,0
1341,46979,0
1342,34161,0
1343,10885,1
1344,52200,0
1345,27653,0
1346,56648,0
1347,44086,0
1348,36284,0
1349,14924,0
1350,40360,0
1351,24181,0
1352,24417,0
1353,28764,0
1354,52443,0
1355,19961,1
1356,35516,0
1357,20928,0
1358,32251,0
1359,11560,0
1360,14469,0
1361,41951,0
1362,37414,0
1363,25493,0
1364,49201,0
1365,53482,0
1366,15260,0
1367,44674,0
1368,43294,0
1369,23045,0
1370,52866,0
1371,55156,0
1372,30024,0
1373,29301,0
1374,27798,0
1375,34288,0
1376,13721,1
1377,17605,0
1378,33746,0
1379,12734,0
1380,48863,0
1381,10284,0
1382,47477,0
1383,53380,0
1384,24749,0
1385,20757,0
1386,17806,0
1387,30415,1
1388,39586,0
1389,23596,0
1390,11079,0
1391,34789,0
1392,50495,1
1393,39191,0
1394,20688,0
1395,48862,0
1396,51368,0
1397,41598,1
1398,12790,0
1399,36537,1
1400,42428,0
1401,13681,0
1402,15257,0
1403,15932,0
1404,37307,0
1405,53963,0
1406,30022,0
1407,56371,0
1408,12785,0
1409,34028,0
1410,36330,0
1411,25130,0
1412,27360,0
1413,33176,1
1414,39399,0
1415,43840,0
1416,38458,0
1417,43909,0
1418,49029,0
1419,42048,0
1420,14492,0
1421,40716,0
1422,43384,0
1423,31181,0
1424,21406,1
1425,12154,0
1426,56646,0
1427,48205,0
1428,50149,0
1429,27154,0
1430,11925,0
1431,22597,1
1432,57068,1
1433,10335,0
1434,47367,0
1435,38862,0
1436,22320,0
1437,18490,1
1438,48567,0
1439,48431,0
1440,41876,0
1441,46439,0
1442,38358,0
1443,10698,0
1444,31939,0
1445,11548,1
1446,10559,0
1447,32111,0
1448,15382,0
1449,26777,1
1450,54235,0
1451,47979,0
1452,17013,0
1453,44291,0
1454,45346,0
1455,29340,0
1456,48379,0
1457,35606,0
1458,34832,0
1459,18587,0
1460,56551,0
1461,29227,0
1462,25868,0
1463,35973,0
1464,49322,0
1465,11608,0
1466,12468,1
1467,22132,0
1468,32332,0
1469,10894,0
1470,35647,1
1471,42447,0
1472,50393,0
1473,45108,1
1474,26666,0
1475,15762,1
1476,54300,0
1477,45607,0
1478,11451,0
1479,41230,0
1480,43375,0
1481,44950,0
1482,51373,0
1483,24316,0
1484,51633,0
1485,27393,1
1486,21022,0
1487,32865,0
1488,17487,1
1489,25244,0
1490,18053,0
1491,42914,0
1492,30150,0
1493,47271,0
1494,43591,0
1495,33942,1
1496,49239,0
1497,31363,0
1498,20604,0
1499,14183,0
1500,37774,1
1501,15977,0
1502,47021,0
1503,21925,0
1504,47276,1
1505,13207,0
1506,33386,0
1507,39944,0
1508,19492,0
1509,48037,0
1510,56698,0
1511,52742,1
1512,46774,1
1513,19235,1
1514,40220,1
1515,56871,0
1516,35386,1
1517,52196,0
1518,32446,0
1519,12997,0
1520,56853,0
1521,15096,0
1522,48417,0
1523,53527,1
1524,30760,1
1525,10011,0
1526,42887,0
1527,55592,0
1528,31621,0
1529,24894,0
1530,42962,0
1531,23561,0
1532,40314,0
1533,56441,0
1534,36445,0
1535,30255,0
1536,28681,0
1537,55193,0
1538,47064,0
1539,23210,0
1540,39263,0
1541,49413,0
1542,47214,0
1543,49384,0
1544,34308,1
1545,29380,0
1546,30503,0
1547,19142,0
1548,30197,0
1549,14582,0
1550,49583,0
1551,54168,0
1552,40116,0
1553,24245,0
1554,38152,0
1555,17218,0
1556,32623,1
1557,23792,0
1558,23586,1
1559,21610,0
1560,48947,0
1561,41916,0
1562,16316,1
1563,55313,0
1564,11328,1
1565,38987,0
1566,14558,0
1567,17033,0
1568,54495,0
1569,55714,0
1570,52625,1
1571,13547,0
1572,44588,0
1573,32580,0
1574,54287,0
1575,47540,0
1576,23670,0
1577,52203,1
1578,26963,0
1579,13130,0
1580,17597,0
1581,12901,0
1582,31088,0
1583,46285,0
1584,35800,0
1585,47926,0
1586,44156,0
1587,56316,0
1588,10747,0
1589,31285,0
1590,24070,0
1591,22073,0
1592,31783,0
1593,16073,1
1594,10971,0
1595,26665,0
1596,48471,0
1597,17219,0
1598,28738,0
1599,36582,0
1600,18868,0
1601,39172,1
1602,31347,0
1603,32640,0
1604,33696,0
1605,13311,0
1606,14325,0
1607,10546,0
1608,17124,0
1609,50379,0
1610,21199,0
1611,37486,1
1612,47490,0
1613,29815,0
1614,47470,0
1615,22432,0
1616,40670,0
1617,29987,0
1618,21289,0
1619,50479,0
1620,39553,0
1621,40958,0
1622,38228,0
1623,36351,0
1624,32873,0
1625,50123,1
1626,14517,0
1627,24584,0
1628,28230,0
1629,38589,1
1630,46846,0
1631,10553,0
1632,23108,0
1633,12331,0
1634,27544,0
1635,20106,0
1636,13270,0
1637,21991,0
1638,48450,1
1639,24837,0
1640,28659,0
1641,27222,1
1642,46718,0
1643,14199,0
1644,27749,0
1645,25887,0
1646,56362,0
1647,45904,0
1648,37341,0
1649,18530,1
1650,37992,0
1651,28411,0
1652,40366,1
1653,25800,0
1654,35308,1
1655,45604,0
1656,27613,0
1657,46658,0
1658,10995,0
1659,52561,0
1660,25767,0
1661,48523,0
1662,52123,0
1663,11618,0
1664,32470,0
1665,10476,0
1666,22100,0
1667,33293,0
1668,16815,0
1669,54915,0
1670,48853,0
1671,45898,0
1672,32806,1
1673,56449,0
1674,52199,0
1675,42263,1
1676,44365,0
1677,16057,0
1678,33342,1
1679,49602,0
1680,18516,0
1681,35723,0
1682,41108,0
1683,30119,0
1684,30270,0
1685,52241,1
1686,49106,0
1687,29351,0
1688,10299,0
1689,43227,0
1690,27512,0
1691,17045,0
1692,19965,0
1693,47836,0
1694,22555,0
1695,31215,0
1696,36770,0
1697,18946,0
1698,46641,0
1699,46741,0
1700,22636,0
1701,13096,0
1702,18043,0
1703,45183,1
1704,38441,1
1705,12431,0
1706,41522,1
1707,55727,0
1708,49241,0
1709,48065,1
1710,24006,1
1711,40622,0
1712,33889,0
1713,28263,0
1714,16618,0
1715,29128,0
1716,46314,0
1717,53396,0
1718,38801,1
1719,53282,1
1720,43453,0
1721,19325,1
1722,46838,0
1723,29327,0
1724,50490,0
1725,14101,0
1726,23034,1
1727,49364,0
1728,46366,0
1729,21630,0
1730,45866,0
1731,18401,0
1732,55810,0
1733,50396,0
1734,56579,0
1735,42040,0
1736,38095,0
1737,53997,0
1738,19753,0
1739,25040,1
1740,11535,1
1741,10541,0
1742,22807,0
1743,10424,0
1744,32294,0
1745,47583,0
1746,48094,0
1747,43933,0
1748,53206,0
1749,31090,0
1750,11014,0
1751,13218,1
1752,47207,0
1753,49989,1
1754,47128,0
1755,25079,0
1756,46218,0
1757,50246,0
1758,47672,0
1759,49879,0
1760,45969,0
1761,56497,0
1762,20991,0
1763,42088,0
1764,32032,0
1765,11042,0
1766,38711,0
1767,19499,1
1768,13509,0
1769,22001,1
1770,45750,1
1771,43845,0
1772,56738,0
1773,39217,0
1774,40378,0
1775,29607,0
1776,24601,0
1777,44616,0
1778,10581,0
1779,42155,0
1780,10074,0
1781,48735,0
1782,48343,0
1783,50402,0
1784,38636,0
1785,55159,0
1786,43564,0
1787,43263,0
1788,55927,1
1789,15393,0
1790,56743,0
1791,26160,0
1792,31716,0
1793,32308,0
1794,48732,0
1795,23087,0
1796,53102,1
1797,42577,0
1798,44609,0
1799,16133,0
1800,39968,0
1801,47147,1
1802,32219,0
1803,25396,0
1804,45058,0
1805,32259,0
1806,16881,0
1807,47946,0
1808,26774,0
1809,30965,0
1810,44259,0
1811,16176,0
1812,36334,0
1813,47176,0
1814,14726,0
1815,49246,0
1816,48479,1
1817,13579,0
1818,13868,0
1819,15258,0
1820,20118,0
1821,27266,1
1822,21208,0
1823,19025,0
1824,37132,0
1825,32867,0
1826,17222,0
1827,15171,0
1828,12854,0
1829,36103,0
1830,45884,0
1831,47700,0
1832,19852,0
1833,25117,0
1834,34193,1
1835,29126,0
1836,12919,0
1837,42156,0
1838,12703,1
1839,47973,0
1840,27021,0
1841,31673,0
1842,49075,0
1843,22062,0
1844,24772,0
1845,23908,1
1846,36600,0
1847,32212,0
1848,10286,0
1849,17846,0
1850,22953,1
1851,38298,0
1852,50635,0
1853,25260,0
1854,54187,0
1855,51591,1
1856,31844,0
1857,30677,0
1858,39790,0
1859,51702,0
1860,38149,0
1861,39918,0
1862,44417,0
1863,36065,0
1864,55249,0
1865,43741,0
1866,22357,0
1867,38361,0
1868,37667,0
1869,44412,0
1870,15794,0
1871,23184,0
1872,42130,0
